order_number,product_key,customer_key,order_date,ship_date,due_date,sales,quantity,price
SO68787,188,15564,2013-10-20,2013-10-27,2013-11-01,1120,1,1120
SO68787,257,15564,2013-10-20,2013-10-27,2013-11-01,54,1,54
SO68788,191,15134,2013-10-20,2013-10-27,2013-11-01,1120,1,1120
SO68788,206,15134,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68789,286,10232,2013-10-20,2013-10-27,2013-11-01,1701,1,1701
SO68789,259,10232,2013-10-20,2013-10-27,2013-11-01,54,1,54
SO68790,189,15022,2013-10-20,2013-10-27,2013-11-01,1120,1,1120
SO68790,200,15022,2013-10-20,2013-10-27,2013-11-01,9,1,9
SO68790,201,15022,2013-10-20,2013-10-27,2013-11-01,5,1,5
SO68791,194,4180,2013-10-20,2013-10-27,2013-11-01,2295,1,2295
SO68791,199,4180,2013-10-20,2013-10-27,2013-11-01,10,1,10
SO68791,201,4180,2013-10-20,2013-10-27,2013-11-01,5,1,5
SO68791,235,4180,2013-10-20,2013-10-27,2013-11-01,64,1,64
SO68792,288,10878,2013-10-20,2013-10-27,2013-11-01,2443,1,2443
SO68793,223,1581,2013-10-20,2013-10-27,2013-11-01,540,1,540
SO68794,266,14363,2013-10-20,2013-10-27,2013-11-01,742,1,742
SO68794,200,14363,2013-10-20,2013-10-27,2013-11-01,9,1,9
SO68795,281,16528,2013-10-20,2013-10-27,2013-11-01,2384,1,2384
SO68795,208,16528,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68795,249,16528,2013-10-20,2013-10-27,2013-11-01,24,1,24
SO68796,282,16274,2013-10-20,2013-10-27,2013-11-01,2384,1,2384
SO68796,208,16274,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68797,294,10630,2013-10-20,2013-10-27,2013-11-01,540,1,540
SO68797,207,10630,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68798,191,10486,2013-10-20,2013-10-27,2013-11-01,1120,1,1120
SO68798,215,10486,2013-10-20,2013-10-27,2013-11-01,25,1,25
SO68798,219,10486,2013-10-20,2013-10-27,2013-11-01,4,1,4
SO68799,285,7560,2013-10-20,2013-10-27,2013-11-01,1701,1,1701
SO68799,208,7560,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68800,284,7351,2013-10-20,2013-10-27,2013-11-01,1701,1,1701
SO68800,207,7351,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68801,287,7432,2013-10-20,2013-10-27,2013-11-01,1701,1,1701
SO68801,258,7432,2013-10-20,2013-10-27,2013-11-01,54,1,54
SO68802,285,7227,2013-10-20,2013-10-27,2013-11-01,1701,1,1701
SO68802,215,7227,2013-10-20,2013-10-27,2013-11-01,25,1,25
SO68803,294,11713,2013-10-20,2013-10-27,2013-11-01,540,1,540
SO68803,207,11713,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68804,295,13122,2013-10-20,2013-10-27,2013-11-01,540,1,540
SO68805,278,424,2013-10-20,2013-10-27,2013-11-01,2384,1,2384
SO68805,260,424,2013-10-20,2013-10-27,2013-11-01,9,1,9
SO68806,280,428,2013-10-20,2013-10-27,2013-11-01,2384,1,2384
SO68806,217,428,2013-10-20,2013-10-27,2013-11-01,29,1,29
SO68806,220,428,2013-10-20,2013-10-27,2013-11-01,5,1,5
SO68807,280,440,2013-10-20,2013-10-27,2013-11-01,2384,1,2384
SO68807,207,440,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68808,271,18466,2013-10-20,2013-10-27,2013-11-01,742,1,742
SO68808,201,18466,2013-10-20,2013-10-27,2013-11-01,5,1,5
SO68808,200,18466,2013-10-20,2013-10-27,2013-11-01,9,1,9
SO68808,208,18466,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68809,275,3239,2013-10-20,2013-10-27,2013-11-01,1215,1,1215
SO68809,208,3239,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68810,276,1700,2013-10-20,2013-10-27,2013-11-01,2384,1,2384
SO68811,280,152,2013-10-20,2013-10-27,2013-11-01,2384,1,2384
SO68811,260,152,2013-10-20,2013-10-27,2013-11-01,9,1,9
SO68812,218,2957,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68812,211,2957,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68812,210,2957,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68813,218,1250,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68813,211,1250,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68813,207,1250,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68814,215,6073,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68814,249,6073,2013-10-21,2013-10-28,2013-11-02,24,1,24
SO68815,215,3074,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68815,219,3074,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68815,208,3074,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68815,259,3074,2013-10-21,2013-10-28,2013-11-02,54,1,54
SO68816,214,14212,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68816,219,14212,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68816,258,14212,2013-10-21,2013-10-28,2013-11-02,54,1,54
SO68817,201,17350,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68817,207,17350,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68818,213,11841,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68818,210,11841,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68819,201,2159,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68819,200,2159,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68819,209,2159,2013-10-21,2013-10-28,2013-11-02,55,1,55
SO68819,186,2159,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68820,193,1615,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68820,199,1615,2013-10-21,2013-10-28,2013-11-02,10,1,10
SO68820,206,1615,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68821,193,1550,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68821,208,1550,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68822,198,8036,2013-10-21,2013-10-28,2013-11-02,2320,1,2320
SO68823,196,8052,2013-10-21,2013-10-28,2013-11-02,2320,1,2320
SO68823,235,8052,2013-10-21,2013-10-28,2013-11-02,64,1,64
SO68823,205,8052,2013-10-21,2013-10-28,2013-11-02,22,1,22
SO68824,193,7174,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68824,199,7174,2013-10-21,2013-10-28,2013-11-02,10,1,10
SO68824,201,7174,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68824,260,7174,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68825,195,5311,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68825,205,5311,2013-10-21,2013-10-28,2013-11-02,22,1,22
SO68826,286,14462,2013-10-21,2013-10-28,2013-11-02,1701,1,1701
SO68826,215,14462,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68826,253,14462,2013-10-21,2013-10-28,2013-11-02,50,1,50
SO68827,207,771,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68828,214,15791,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68828,219,15791,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68828,210,15791,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68829,214,17193,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68829,260,17193,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68830,214,501,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68830,260,501,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68831,214,16418,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68832,219,14202,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68832,216,14202,2013-10-21,2013-10-28,2013-11-02,33,1,33
SO68832,250,14202,2013-10-21,2013-10-28,2013-11-02,24,1,24
SO68832,207,14202,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68833,211,201,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68834,211,15204,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68834,218,15204,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68834,203,15204,2013-10-21,2013-10-28,2013-11-02,159,1,159
SO68835,211,15087,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68835,218,15087,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68835,202,15087,2013-10-21,2013-10-28,2013-11-02,120,1,120
SO68836,216,13427,2013-10-21,2013-10-28,2013-11-02,33,1,33
SO68836,219,13427,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68836,206,13427,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68837,199,10698,2013-10-21,2013-10-28,2013-11-02,10,1,10
SO68837,201,10698,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68838,184,8743,2013-10-21,2013-10-28,2013-11-02,70,1,70
SO68838,249,8743,2013-10-21,2013-10-28,2013-11-02,24,1,24
SO68839,183,8755,2013-10-21,2013-10-28,2013-11-02,70,1,70
SO68839,260,8755,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68840,201,9468,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68840,199,9468,2013-10-21,2013-10-28,2013-11-02,10,1,10
SO68840,210,9468,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68841,185,16403,2013-10-21,2013-10-28,2013-11-02,70,1,70
SO68841,186,16403,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68841,252,16403,2013-10-21,2013-10-28,2013-11-02,50,1,50
SO68842,183,9339,2013-10-21,2013-10-28,2013-11-02,70,1,70
SO68842,258,9339,2013-10-21,2013-10-28,2013-11-02,54,1,54
SO68843,201,6395,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68843,236,6395,2013-10-21,2013-10-28,2013-11-02,64,1,64
SO68844,201,16216,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68844,206,16216,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68844,249,16216,2013-10-21,2013-10-28,2013-11-02,24,1,24
SO68845,201,6873,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68845,207,6873,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68846,214,11486,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68846,210,11486,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68847,219,15379,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68847,214,15379,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68847,208,15379,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68848,217,12755,2013-10-21,2013-10-28,2013-11-02,29,1,29
SO68848,220,12755,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68848,207,12755,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68849,220,5192,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68850,219,13151,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68851,219,17879,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68851,210,17879,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68852,220,4691,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68852,206,4691,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68853,220,13076,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68853,217,13076,2013-10-21,2013-10-28,2013-11-02,29,1,29
SO68853,208,13076,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68854,220,5935,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68854,209,5935,2013-10-21,2013-10-28,2013-11-02,55,1,55
SO68855,213,2475,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68855,218,2475,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68855,207,2475,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68855,260,2475,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68855,254,2475,2013-10-21,2013-10-28,2013-11-02,50,1,50
SO68856,232,3880,2013-10-21,2013-10-28,2013-11-02,769,1,769
SO68856,184,3880,2013-10-21,2013-10-28,2013-11-02,70,1,70
SO68856,254,3880,2013-10-21,2013-10-28,2013-11-02,50,1,50
SO68856,250,3880,2013-10-21,2013-10-28,2013-11-02,24,1,24
SO68857,194,2063,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68857,199,2063,2013-10-21,2013-10-28,2013-11-02,10,1,10
SO68857,201,2063,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68857,260,2063,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68858,198,5119,2013-10-21,2013-10-28,2013-11-02,2320,1,2320
SO68858,205,5119,2013-10-21,2013-10-28,2013-11-02,22,1,22
SO68858,209,5119,2013-10-21,2013-10-28,2013-11-02,55,1,55
SO68858,204,5119,2013-10-21,2013-10-28,2013-11-02,8,1,8
SO68858,203,5119,2013-10-21,2013-10-28,2013-11-02,159,1,159
SO68859,194,5345,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68860,277,5308,2013-10-21,2013-10-28,2013-11-02,2384,1,2384
SO68861,194,4577,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68862,194,4153,2013-10-21,2013-10-28,2013-11-02,2295,1,2295
SO68862,213,4153,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68862,205,4153,2013-10-21,2013-10-28,2013-11-02,22,1,22
SO68862,237,4153,2013-10-21,2013-10-28,2013-11-02,64,1,64
SO68863,191,15030,2013-10-21,2013-10-28,2013-11-02,1120,1,1120
SO68863,215,15030,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68863,210,15030,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68864,287,10257,2013-10-21,2013-10-28,2013-11-02,1701,1,1701
SO68864,207,10257,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68865,284,4643,2013-10-21,2013-10-28,2013-11-02,1701,1,1701
SO68866,285,10981,2013-10-21,2013-10-28,2013-11-02,1701,1,1701
SO68866,219,10981,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68866,215,10981,2013-10-21,2013-10-28,2013-11-02,25,1,25
SO68866,210,10981,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68866,203,10981,2013-10-21,2013-10-28,2013-11-02,159,1,159
SO68867,295,14566,2013-10-21,2013-10-28,2013-11-02,540,1,540
SO68868,294,13274,2013-10-21,2013-10-28,2013-11-02,540,1,540
SO68869,289,10570,2013-10-21,2013-10-28,2013-11-02,2443,1,2443
SO68869,201,10570,2013-10-21,2013-10-28,2013-11-02,5,1,5
SO68869,200,10570,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68869,250,10570,2013-10-21,2013-10-28,2013-11-02,24,1,24
SO68869,208,10570,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68870,197,4598,2013-10-21,2013-10-28,2013-11-02,2320,1,2320
SO68871,281,3598,2013-10-21,2013-10-28,2013-11-02,2384,1,2384
SO68871,206,3598,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68872,260,18277,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68872,265,18277,2013-10-21,2013-10-28,2013-11-02,742,1,742
SO68873,277,16200,2013-10-21,2013-10-28,2013-11-02,2384,1,2384
SO68873,208,16200,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68874,292,12378,2013-10-21,2013-10-28,2013-11-02,540,1,540
SO68874,200,12378,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68874,204,12378,2013-10-21,2013-10-28,2013-11-02,8,1,8
SO68875,192,10417,2013-10-21,2013-10-28,2013-11-02,1120,1,1120
SO68875,208,10417,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68876,188,10418,2013-10-21,2013-10-28,2013-11-02,1120,1,1120
SO68876,208,10418,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68877,192,14454,2013-10-21,2013-10-28,2013-11-02,1120,1,1120
SO68877,255,14454,2013-10-21,2013-10-28,2013-11-02,50,1,50
SO68878,189,9877,2013-10-21,2013-10-28,2013-11-02,1120,1,1120
SO68878,208,9877,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68879,188,1299,2013-10-21,2013-10-28,2013-11-02,1120,1,1120
SO68879,256,1299,2013-10-21,2013-10-28,2013-11-02,54,1,54
SO68880,192,13200,2013-10-21,2013-10-28,2013-11-02,1120,1,1120
SO68880,207,13200,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68881,292,16907,2013-10-21,2013-10-28,2013-11-02,540,1,540
SO68882,293,12745,2013-10-21,2013-10-28,2013-11-02,540,1,540
SO68882,214,12745,2013-10-21,2013-10-28,2013-11-02,21,1,21
SO68882,219,12745,2013-10-21,2013-10-28,2013-11-02,4,1,4
SO68882,210,12745,2013-10-21,2013-10-28,2013-11-02,2,1,2
SO68883,292,16132,2013-10-21,2013-10-28,2013-11-02,540,1,540
SO68883,237,16132,2013-10-21,2013-10-28,2013-11-02,64,1,64
SO68884,279,13708,2013-10-21,2013-10-28,2013-11-02,2384,1,2384
SO68884,187,13708,2013-10-21,2013-10-28,2013-11-02,9,1,9
SO68885,264,3305,2013-10-21,2013-10-28,2013-11-02,742,1,742
SO68885,208,3305,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68886,282,1989,2013-10-21,2013-10-28,2013-11-02,2384,1,2384
SO68887,204,503,2013-10-22,2013-10-29,2013-11-03,8,1,8
SO68888,255,331,2013-10-22,2013-10-29,2013-11-03,50,1,50
SO68889,215,3087,2013-10-22,2013-10-29,2013-11-03,25,1,25
SO68889,219,3087,2013-10-22,2013-10-29,2013-11-03,4,1,4
SO68889,210,3087,2013-10-22,2013-10-29,2013-11-03,2,1,2
SO68890,215,2999,2013-10-22,2013-10-29,2013-11-03,25,1,25
SO68890,210,2999,2013-10-22,2013-10-29,2013-11-03,2,1,2
SO68890,202,2999,2013-10-22,2013-10-29,2013-11-03,120,1,120
SO68891,218,8673,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68891,213,8673,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68891,206,8673,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68892,220,3686,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68892,206,3686,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68892,251,3686,2013-10-22,2013-10-29,2013-11-03,24,1,24
SO68893,199,17942,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68893,201,17942,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68893,209,17942,2013-10-22,2013-10-29,2013-11-03,55,1,55
SO68894,251,17934,2013-10-22,2013-10-29,2013-11-03,24,1,24
SO68894,220,17934,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68895,206,2043,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68895,249,2043,2013-10-22,2013-10-29,2013-11-03,24,1,24
SO68896,216,5635,2013-10-22,2013-10-29,2013-11-03,33,1,33
SO68896,219,5635,2013-10-22,2013-10-29,2013-11-03,4,1,4
SO68896,206,5635,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68897,289,5535,2013-10-22,2013-10-29,2013-11-03,2443,1,2443
SO68897,216,5535,2013-10-22,2013-10-29,2013-11-03,33,1,33
SO68897,219,5535,2013-10-22,2013-10-29,2013-11-03,4,1,4
SO68897,203,5535,2013-10-22,2013-10-29,2013-11-03,159,1,159
SO68898,195,8925,2013-10-22,2013-10-29,2013-11-03,2295,1,2295
SO68898,208,8925,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68898,252,8925,2013-10-22,2013-10-29,2013-11-03,50,1,50
SO68898,186,8925,2013-10-22,2013-10-29,2013-11-03,9,1,9
SO68899,193,3794,2013-10-22,2013-10-29,2013-11-03,2295,1,2295
SO68899,213,3794,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68899,218,3794,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68899,206,3794,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68900,196,1495,2013-10-22,2013-10-29,2013-11-03,2320,1,2320
SO68900,199,1495,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68900,201,1495,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68900,206,1495,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68901,220,507,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68901,207,507,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68902,217,15734,2013-10-22,2013-10-29,2013-11-03,29,1,29
SO68902,220,15734,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68902,206,15734,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68902,250,15734,2013-10-22,2013-10-29,2013-11-03,24,1,24
SO68903,211,15348,2013-10-22,2013-10-29,2013-11-03,25,1,25
SO68904,216,14265,2013-10-22,2013-10-29,2013-11-03,33,1,33
SO68904,219,14265,2013-10-22,2013-10-29,2013-11-03,4,1,4
SO68904,207,14265,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68904,186,14265,2013-10-22,2013-10-29,2013-11-03,9,1,9
SO68905,217,16445,2013-10-22,2013-10-29,2013-11-03,29,1,29
SO68905,210,16445,2013-10-22,2013-10-29,2013-11-03,2,1,2
SO68906,211,15110,2013-10-22,2013-10-29,2013-11-03,25,1,25
SO68906,218,15110,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68906,208,15110,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68907,218,632,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68907,211,632,2013-10-22,2013-10-29,2013-11-03,25,1,25
SO68907,236,632,2013-10-22,2013-10-29,2013-11-03,64,1,64
SO68908,218,11191,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68908,212,11191,2013-10-22,2013-10-29,2013-11-03,30,1,30
SO68908,210,11191,2013-10-22,2013-10-29,2013-11-03,2,1,2
SO68909,199,1183,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68909,201,1183,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68910,201,1971,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68910,199,1971,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68910,258,1971,2013-10-22,2013-10-29,2013-11-03,54,1,54
SO68911,201,10708,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68911,199,10708,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68912,185,7772,2013-10-22,2013-10-29,2013-11-03,70,1,70
SO68913,218,3620,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68913,207,3620,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68914,218,3570,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68914,210,3570,2013-10-22,2013-10-29,2013-11-03,2,1,2
SO68915,219,5316,2013-10-22,2013-10-29,2013-11-03,4,1,4
SO68915,215,5316,2013-10-22,2013-10-29,2013-11-03,25,1,25
SO68916,219,14538,2013-10-22,2013-10-29,2013-11-03,4,1,4
SO68916,208,14538,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68917,214,17914,2013-10-22,2013-10-29,2013-11-03,21,1,21
SO68917,210,17914,2013-10-22,2013-10-29,2013-11-03,2,1,2
SO68918,217,3553,2013-10-22,2013-10-29,2013-11-03,29,1,29
SO68918,220,3553,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68919,217,15414,2013-10-22,2013-10-29,2013-11-03,29,1,29
SO68919,220,15414,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68919,250,15414,2013-10-22,2013-10-29,2013-11-03,24,1,24
SO68920,217,15413,2013-10-22,2013-10-29,2013-11-03,29,1,29
SO68920,220,15413,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68920,201,15413,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68920,200,15413,2013-10-22,2013-10-29,2013-11-03,9,1,9
SO68920,204,15413,2013-10-22,2013-10-29,2013-11-03,8,1,8
SO68921,218,196,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68921,213,196,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68921,207,196,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68921,249,196,2013-10-22,2013-10-29,2013-11-03,24,1,24
SO68922,199,2410,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68922,201,2410,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68922,208,2410,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68922,254,2410,2013-10-22,2013-10-29,2013-11-03,50,1,50
SO68922,260,2410,2013-10-22,2013-10-29,2013-11-03,9,1,9
SO68923,208,1311,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68924,196,2088,2013-10-22,2013-10-29,2013-11-03,2320,1,2320
SO68924,213,2088,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68924,218,2088,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68925,198,2143,2013-10-22,2013-10-29,2013-11-03,2320,1,2320
SO68925,213,2143,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68926,193,5845,2013-10-22,2013-10-29,2013-11-03,2295,1,2295
SO68926,213,5845,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68926,218,5845,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68926,207,5845,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68927,196,5866,2013-10-22,2013-10-29,2013-11-03,2320,1,2320
SO68927,199,5866,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68927,201,5866,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68927,206,5866,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68928,193,1951,2013-10-22,2013-10-29,2013-11-03,2295,1,2295
SO68928,205,1951,2013-10-22,2013-10-29,2013-11-03,22,1,22
SO68929,196,5833,2013-10-22,2013-10-29,2013-11-03,2320,1,2320
SO68929,201,5833,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68929,199,5833,2013-10-22,2013-10-29,2013-11-03,10,1,10
SO68929,208,5833,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68930,280,5828,2013-10-22,2013-10-29,2013-11-03,2384,1,2384
SO68930,200,5828,2013-10-22,2013-10-29,2013-11-03,9,1,9
SO68930,201,5828,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68931,195,4222,2013-10-22,2013-10-29,2013-11-03,2295,1,2295
SO68931,205,4222,2013-10-22,2013-10-29,2013-11-03,22,1,22
SO68931,251,4222,2013-10-22,2013-10-29,2013-11-03,24,1,24
SO68931,207,4222,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68932,195,4152,2013-10-22,2013-10-29,2013-11-03,2295,1,2295
SO68933,192,15193,2013-10-22,2013-10-29,2013-11-03,1120,1,1120
SO68934,188,15026,2013-10-22,2013-10-29,2013-11-03,1120,1,1120
SO68934,201,15026,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68934,200,15026,2013-10-22,2013-10-29,2013-11-03,9,1,9
SO68935,285,10260,2013-10-22,2013-10-29,2013-11-03,1701,1,1701
SO68935,215,10260,2013-10-22,2013-10-29,2013-11-03,25,1,25
SO68936,196,4181,2013-10-22,2013-10-29,2013-11-03,2320,1,2320
SO68936,213,4181,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68936,218,4181,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68936,206,4181,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68937,233,369,2013-10-22,2013-10-29,2013-11-03,769,1,769
SO68937,218,369,2013-10-22,2013-10-29,2013-11-03,5,1,5
